site,plot,quad,ind,uniqueID,emerg.date,date.1,phen.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds_06-30-18,flrs_06-30-18,fruits_06-30-18,longest.fruit.1,canopy.width.largest.rosette.1,date.3,phen.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds_07-18-18,flrs_07-18-18,fruits_07-18-18,longest.fruit.3,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds_08-05-18,flrs_08-05-18,fruits_08-05-18,longest.fruit.5,date.7,phen.7,height.7,total.branch.7,longest.leaf.7,buds_08-27-18,flrs_08-27-18,fruits_08-27-18,longest.fruit.7
LV1,1,NA,1,LV1 P1 QNA #1,2017,6/30/18,V,NA,4.1,2,0.5,0,0,0,NA,1.1,7/18/18,F,NA,8.6,2,NA,16,1,0,NA,8/5/18,B,3.22,4.6,4,NA,10,0,0,NA,8/27/18,F,3,3,NA,6,2,0,NA
LV1,1,NA,1-1,LV1 P1 QNA #1-1,2017,6/30/18,V,NA,1.2,1,1,0,0,0,NA,1.9,7/18/18,F,NA,3.1,1,NA,9,3,0,NA,8/5/18,B,2.34,3.5,3,NA,16,0,0,NA,8/27/18,X,NA,NA,NA,0,0,0,NA
LV1,1,NA,1-2,LV1 P1 QNA #1-2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,2,LV1 P1 QNA #2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,3,LV1 P1 QNA #3,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,4,LV1 P1 QNA #4,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,5,LV1 P1 QNA #5,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,6,LV1 P1 QNA #6,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,6-1,LV1 P1 QNA #6-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,7,LV1 P1 QNA #7,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,8,LV1 P1 QNA #8,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,8-1,LV1 P1 QNA #8-1,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,9,LV1 P1 QNA #9,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,10,LV1 P1 QNA #10,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,11,LV1 P1 QNA #11,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,12,LV1 P1 QNA #12,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,13,LV1 P1 QNA #13,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,13-1,LV1 P1 QNA #13-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,16.2,1,NA,4,5,7,NA,8/5/18,P,2.69,17.5,1,NA,0,0,7,6.4,8/27/18,S,19.5,1,NA,0,0,7,NA
LV1,1,NA,13-2,LV1 P1 QNA #13-2,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,3.6,1,1,0,0,0,NA,8/5/18,V,1.69,2.6,1,1.1,0,0,0,NA,8/27/18,V,5.5,1,1.2,0,0,0,NA
LV1,1,NA,14,LV1 P1 QNA #14,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,15,LV1 P1 QNA #15,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,16,LV1 P1 QNA #16,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,17,LV1 P1 QNA #17,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,18,LV1 P1 QNA #18,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,19,LV1 P1 QNA #19,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,19-1,LV1 P1 QNA #19-1,2017,6/30/18,B,NA,3.75,1,NA,11,0,0,NA,NA,7/18/18,F,NA,19,2,NA,8,8,13,NA,8/5/18,P,2.88,11.5,2,NA,0,0,5,5.6,8/27/18,S,11,2,NA,0,0,4,NA
LV1,1,NA,19-1-1,LV1 P1 QNA #19-1-1,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,2.5,1,1,0,0,0,NA,8/5/18,V,1.73,2.2,1,1.4,0,0,0,NA,8/27/18,V,2.4,1,1.3,0,0,0,NA
LV1,1,NA,19-1-2,LV1 P1 QNA #19-1-2,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,8.2,1,NA,4,2,2,NA,8/5/18,P,2.03,9,1,NA,0,0,2,4.8,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,19-1-3,LV1 P1 QNA #19-1-3,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,4,1,NA,2,0,2,NA,8/5/18,P,1.55,6.1,1,NA,0,0,2,6.6,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,19-1-4,LV1 P1 QNA #19-1-4,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,1.6,1,0.6,0,0,0,NA,8/5/18,V,1.26,2.4,1,1,0,0,0,NA,8/27/18,V,3.3,1,1,0,0,0,NA
LV1,1,NA,19-1-5,LV1 P1 QNA #19-1-5,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,B,NA,3.3,1,NA,6,0,0,NA,8/5/18,P,1.77,4.8,1,NA,0,0,2,6.3,8/27/18,P,4.5,1,NA,0,0,2,NA
LV1,1,NA,19-2,LV1 P1 QNA #19-2,2017 (5V),6/30/18,B,NA,3.75,1,NA,10,0,0,NA,NA,7/18/18,F,NA,18.1,4,NA,11,16,19,NA,8/5/18,F,4.82,10.5,6,NA,20,9,0,NA,8/27/18,P,12.5,6,NA,0,0,11,NA
LV1,1,NA,19-3,LV1 P1 QNA #19-3,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,2.1,1,1.1,0,0,0,NA,8/5/18,V,1.55,2.5,1,1.1,0,0,0,NA,8/27/18,V,3.5,1,10,0,0,0,NA
LV1,1,NA,19-4,LV1 P1 QNA #19-4,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,12.1,1,NA,4,4,6,NA,8/5/18,P,1.88,13.2,1,NA,0,0,5,5.9,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,19-5,LV1 P1 QNA #19-5,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,1.2,1,1.4,0,0,0,NA,8/5/18,V,1.48,2.1,1,1.3,0,0,0,NA,8/27/18,V,1.7,1,1.4,0,0,0,NA
LV1,1,NA,19-6,LV1 P1 QNA #19-6,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,17.6,1,NA,5,6,9,NA,8/5/18,P,2.3,16.3,1,NA,0,0,7,7.1,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,19-7,LV1 P1 QNA #19-7,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,17.1,1,NA,5,5,7,NA,8/5/18,P,2.06,17.7,1,NA,0,0,7,7,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,20,LV1 P1 QNA #20,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,20-1,LV1 P1 QNA #20-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,20-2,LV1 P1 QNA #20-2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,20-3,LV1 P1 QNA #20-3,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,21,LV1 P1 QNA #21,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,21-1,LV1 P1 QNA #21-1,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,16.2,1,NA,5,6,9,NA,8/5/18,P,2.22,18,1,NA,0,0,8,6.8,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,22,LV1 P1 QNA #22,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,23,LV1 P1 QNA #23,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,23-1,LV1 P1 QNA #23-1,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,23-2,LV1 P1 QNA #23-2,2017,6/30/18,B,NA,4.2,1,NA,8,0,0,NA,NA,7/18/18,F,NA,14,1,NA,4,6,8,NA,8/5/18,P,1.85,14.5,1,NA,0,0,7,5.7,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,23-3,LV1 P1 QNA #23-3,2017,6/30/18,B,NA,5,1,NA,8,0,0,NA,NA,7/18/18,F,NA,10.5,1,NA,5,2,0,NA,8/5/18,P,1.59,13,1,NA,0,0,0,NA,8/27/18,P,13.5,1,NA,0,0,0,NA
LV1,1,NA,24,LV1 P1 QNA #24,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-1,LV1 P1 QNA #24-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-1-1,LV1 P1 QNA #24-1-1,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,16.6,1,NA,6,8,3,NA,8/5/18,P,3.24,9.3,1,NA,0,0,0,NA,8/27/18,P?,7.7,1,NA,0,0,0,NA
LV1,1,NA,24-1-2,LV1 P1 QNA #24-1-2,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,11.5,3,NA,12,8,3,NA,8/5/18,P,2.16,13,2,NA,0,0,5,5.1,8/27/18,SX/V,11.5,2,1,0,0,0,NA
LV1,1,NA,24-1-3,LV1 P1 QNA #24-1-3,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,16.5,4,NA,19,15,8,NA,8/5/18,P,3.16,9.6,3,NA,0,0,0,NA,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-1-4,LV1 P1 QNA #24-1-4,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,13.3,1,NA,3,4,2,NA,8/5/18,P,2.18,4.3,1,NA,0,0,0,NA,8/27/18,SX/X,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-1-5,LV1 P1 QNA #24-1-5,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,17.4,2,NA,7,11,9,NA,8/5/18,P,2.04,8.7,2,NA,0,0,0,NA,8/27/18,SX/X,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-1-6,LV1 P1 QNA #24-1-6,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,14.5,1,NA,4,5,5,NA,8/5/18,P,2.16,17,1,NA,0,0,6,5.6,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,2017,6/30/18,B,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,2017,6/30/18,B,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,2017,6/30/18,B,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,2017,6/30/18,B,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,2017,6/30/18,B,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-2,LV1 P1 QNA #24-2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-3,LV1 P1 QNA #24-3,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-4,LV1 P1 QNA #24-4,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-5,LV1 P1 QNA #24-5,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,24-6,LV1 P1 QNA #24-6,2017,6/30/18,B,NA,5.8,2,NA,11,0,0,NA,NA,7/18/18,F,NA,12.9,3,NA,16,11,4,NA,8/5/18,P,3.22,11.6,3,NA,0,0,1,5.1,8/27/18,P,15.2,3,NA,0,0,4,NA
LV1,1,NA,25,LV1 P1 QNA #25,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,26,LV1 P1 QNA #26,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,27,LV1 P1 QNA #27,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,28,LV1 P1 QNA #28,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,29,LV1 P1 QNA #29,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,30,LV1 P1 QNA #30,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,31,LV1 P1 QNA #31,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,32,LV1 P1 QNA #32,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,33,LV1 P1 QNA #33,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,34,LV1 P1 QNA #34,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,35,LV1 P1 QNA #35,2017,6/30/18,Cant Find,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,36,LV1 P1 QNA #36,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,37,LV1 P1 QNA #37,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
