site,plot,quad,ind,uniqueID,emerg.date,date.1,phen.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds_06-30-18,flrs_06-30-18,fruits_06-30-18,longest.fruit.1,canopy.width.largest.rosette.1,date.3,phen.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds_07-18-18,flrs_07-18-18,fruits_07-18-18,longest.fruit.3,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds_08-05-18,flrs_08-05-18,fruits_08-05-18,longest.fruit.5,date.7,phen.7,height.7,total.branch.7,longest.leaf.7,buds_08-27-18,flrs_08-27-18,fruits_08-27-18,longest.fruit.7
LV1,1,NA,37-1,LV1 P1 QNA #37-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,38,LV1 P1 QNA #38,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,38-1,LV1 P1 QNA #38-1,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,38-2,LV1 P1 QNA #38-2,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,2.7,1,1.3,0,0,0,NA,8/5/18,P?,1.04,1.5,1,NA,0,0,0,NA,8/27/18,V,2.6,1,0.2,0,0,0,NA
LV1,1,NA,38-3,LV1 P1 QNA #38-3,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,2.1,1,1.1,0,0,0,NA,8/5/18,P?,1.11,1.2,1,NA,0,0,0,NA,8/27/18,V,2.7,1,0.4,0,0,0,NA
LV1,1,NA,38-4,LV1 P1 QNA #38-4,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,16.2,1,NA,5,8,4,NA,8/5/18,P?,1.78,5.5,1,NA,0,0,0,NA,8/27/18,V,5.7,1,0.5,0,0,0,NA
LV1,1,NA,38-5,LV1 P1 QNA #38-5,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,13,1,NA,5,5,2,NA,8/5/18,P,1.59,14,1,NA,0,0,3,7,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,38-6,LV1 P1 QNA #38-6,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,13.4,1,NA,5,6,5,NA,8/5/18,P,1.88,14,1,NA,0,0,7,6.1,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,38-7,LV1 P1 QNA #38-7,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,12.1,1,NA,5,5,2,NA,8/5/18,P,1.78,13.5,1,NA,0,0,5,6,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,38-8,LV1 P1 QNA #38-8,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,12.9,1,NA,5,6,3,NA,8/5/18,P,1.61,13.6,1,NA,0,0,5,6,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,38-9,LV1 P1 QNA #38-9,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,10.2,1,NA,5,7,3,NA,8/5/18,P,1.76,12.5,1,NA,0,0,4,5.9,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,39,LV1 P1 QNA #39,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,40,LV1 P1 QNA #40,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,(40) 2-3 possible germinants,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,40-1,LV1 P1 QNA #40-1,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,1.7,1,1,0,0,0,NA,8/5/18,V,1.59,2.5,1,1.2,0,0,0,NA,8/27/18,V,3.2,1,1,0,0,0,NA
LV1,1,NA,40-2,LV1 P1 QNA #40-2,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,V,NA,2.6,1,0.7,0,0,0,NA,8/5/18,V,1.31,2.7,1,0.9,0,0,0,NA,8/27/18,V,3.7,1,0.8,0,0,0,NA
LV1,1,NA,41,LV1 P1 QNA #41,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,42,LV1 P1 QNA #42,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,43,LV1 P1 QNA #43,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,43-1,LV1 P1 QNA #43-1,7/18/18,6/30/18,V,NA,NA,1.8,1,1.2,0,0,NA,2.4,7/18/18,F,NA,12.2,1,NA,5,6,3,NA,8/5/18,MISSING,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,43-2,LV1 P1 QNA #43-2,7/18/18,6/30/18,V,NA,NA,3,1,1.5,0,0,NA,2.7,7/18/18,F,NA,14.9,1,NA,8,8,2,NA,8/5/18,P,1.84,18,1,NA,0,0,5,6.2,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,43-2-1,LV1 P1 QNA #43-2-1,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,13.5,1,NA,8,9,2,NA,8/5/18,P,2.4,18,1,NA,0,0,7,6.6,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,43-3,LV1 P1 QNA #43-3,7/18/18,6/30/18,V,NA,NA,2.1,1,0.9,0,0,NA,2.2,7/18/18,F,NA,7.2,1,NA,6,2,0,NA,8/5/18,F,2.25,11.1,1,NA,0,1,4,5,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,1,NA,44,LV1 P1 QNA #44,7/18/18,6/30/18,Can't Find,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,45,LV1 P1 QNA #45,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,46,LV1 P1 QNA #46,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,47,LV1 P1 QNA #47,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,48,LV1 P1 QNA #48,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,49,LV1 P1 QNA #49,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,50,LV1 P1 QNA #50,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,51,LV1 P1 QNA #51,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,52,LV1 P1 QNA #52,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,1,NA,53,LV1 P1 QNA #53,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-1,LV1 P2 QNA #0-1,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-2,LV1 P2 QNA #0-2,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-3,LV1 P2 QNA #0-3,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-4,LV1 P2 QNA #0-4,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,B,NA,9.5,4,NA,54,0,0,NA,8/5/18,P?,5.56,6,4,NA,0,0,0,NA,8/27/18,V/P?,9,4,NA,0,0,0,NA
LV1,2,NA,0-5,LV1 P2 QNA #0-5,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,10.3,3,NA,23,3,0,NA,8/5/18,F,3.33,15.4,4,NA,4,1,10,5.4,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-6,LV1 P2 QNA #0-6,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-7,LV1 P2 QNA #0-7,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-8,LV1 P2 QNA #0-8,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-9,LV1 P2 QNA #0-9,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-9-1,LV1 P2 QNA #0-9-1,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,B,NA,4.7,2,NA,22,0,0,NA,8/5/18,F,3.14,12.8,3,NA,13,6,7,4.5,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-10,LV1 P2 QNA #0-10,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-11,LV1 P2 QNA #0-11,2017,6/30/18,V,1.4,1,1.5,NA,0,0,0,NA,NA,7/18/18,F,NA,10.5,3,NA,19,6,0,NA,8/5/18,P,2.38,14.4,2,NA,0,0,12,6.5,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-12,LV1 P2 QNA #0-12,2017,6/30/18,Alive on 7/10 ,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,B,NA,3.5,3,NA,15,0,0,NA,8/5/18,F,2.49,9.4,3,NA,13,6,17,4.4,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,0-12-1,LV1 P2 QNA #0-12-1,7/18/18,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,5.5,1,NA,10,1,0,NA,8/5/18,P,1.37,8.2,1,NA,3,0,5,4.6,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,1,LV1 P2 QNA #1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,2,LV1 P2 QNA #2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,2-1,LV1 P2 QNA #2-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,2-2,LV1 P2 QNA #2-2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,2-3,LV1 P2 QNA #2-3,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,2-4,LV1 P2 QNA #2-4,??,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/5/18,P,2.05,13.3,2,NA,0,0,7,5.6,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,2-5,LV1 P2 QNA #2-5,??,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/5/18,F,3,5.5,2,NA,7,3,0,NA,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,3,LV1 P2 QNA #3,2017,6/30/18,Can't Find,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,3-1,LV1 P2 QNA #3-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,3-2,LV1 P2 QNA #3-2,2017,6/30/18,V,NA,3.4,3,NA,0,0,0,1.8,NA,7/18/18,F,NA,8,2,NA,13,3,0,NA,8/5/18,P,2.42,NA,12,6,0,0,0,8,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,4,LV1 P2 QNA #4,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,5,LV1 P2 QNA #5,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,6,LV1 P2 QNA #6,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,6-1,LV1 P2 QNA #6-1,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,6-2,LV1 P2 QNA #6-2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,6-3,LV1 P2 QNA #6-3,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,6-4,LV1 P2 QNA #6-4,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,6-5,LV1 P2 QNA #6-5,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,7,LV1 P2 QNA #7,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,7-1,LV1 P2 QNA #7-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,7-2,LV1 P2 QNA #7-2,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,8,LV1 P2 QNA #8,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,9,LV1 P2 QNA #9,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,9-1,LV1 P2 QNA #9-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,9-2,LV1 P2 QNA #9-2,2017,6/30/18,NA,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,9-3,LV1 P2 QNA #9-3,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,9-4,LV1 P2 QNA #9-4,2017,6/30/18,ALIVE 7/10/18,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,F,NA,11.2,1,NA,5,4,5,NA,8/5/18,P,1.63,11.7,1,NA,0,0,3,6.1,8/27/18,SX,NA,NA,NA,0,0,0,NA
LV1,2,NA,9-5,LV1 P2 QNA #9-5,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,9-6,LV1 P2 QNA #9-6,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,10,LV1 P2 QNA #10,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,10-1,LV1 P2 QNA #10-1,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,10-2,LV1 P2 QNA #10-2,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,10-3,LV1 P2 QNA #10-3,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,10-4,LV1 P2 QNA #10-4,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,10-5,LV1 P2 QNA #10-5,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
LV1,2,NA,10-6,LV1 P2 QNA #10-6,2017,6/30/18,D,NA,NA,NA,NA,0,0,0,NA,NA,7/18/18,NA,NA,NA,NA,NA,0,0,0,NA,8/5/18,NA,NA,NA,NA,NA,0,0,0,NA,8/27/18,NA,NA,NA,NA,0,0,0,NA
